sample_id,split,gloss,text,frames,start,end
13_0386,train,هو شخص ذكي,انت شخص ذكي,131,837448,837579
13_0387,train,هو سوال منزل موقع سوال,ما هو عنوان منزلك,179,837579,837758
13_0388,train,انا جد ماضي شراء مزرعه,جدي اشترى مزرعه,156,837758,837914
13_0389,train,جد ماضي حب شاي اب انا حب قهوه,جدي يحب الشاي و ابي يحب القهوه,190,837914,838104
13_0390,train,مدرسه قصه يوجد طاوله هو,كتاب القصه على الطاوله,237,838104,838341
13_0391,train,استفهام سوال ابن جيد,كيف حال ابنك,128,838341,838469
13_0392,train,استفهام سوال شخص هو اسره جيد,كيف حال اسرتك,157,838469,838626
13_0393,train,انا زوج لا_يوجد,انا لست متزوج,107,838626,838733
13_0394,train,مع ذهاب,نذهب معا,96,838733,838829
13_0395,train,استفهام هو اسم سوال,ما هو اسمك,127,838829,838956
13_0396,train,هو عمل سوال,ماذا تعمل,92,838956,839048
13_0397,train,انا صم,انا اصم,133,839048,839181
13_0398,train,استفهام هو صم,هل انت اصم,87,839181,839268
13_0399,train,استفهام هو زوج,هل انت متزوج,116,839268,839384
13_0400,train,كل_يوم صباح مشي وقت اثنان,يوميا في الصباح امشي لمده ساعتين,168,839384,839552
13_0401,train,انا رغبه اكل مكرونه,اريد ان اكل المكرونه,189,839552,839741
13_0402,train,انا رغبه شراء بيض رز,اريد شراء البيض و الرز,182,839741,839923
13_0403,train,انا رغبه ذهاب بحر,اريد ان اذهب الى البحر,135,839923,840058
13_0404,train,هو بنت شخص حذاء اسود فستان لون وردي,البنت ترتدي حذاء اسود و فستان وردي,210,840058,840268
13_0405,train,صيف ذهاب صيد سمكه,في الصيف اذهب لصيد السمك,160,840268,840428
13_0406,train,انا اخ حب لون احمر,اخي يحب اللون الاحمر,146,840428,840574
13_0407,train,سرير خفيف سعيد,السرير مريح,103,840574,840677
13_0408,train,كلب خلف منزل,الكلب خلف الحائط,117,840677,840794
13_0409,train,انا سن الم سن,عندي الم في اسناني,102,840794,840896
13_0410,train,انا حفيد مع ذهاب قهوه كوفي,انا و احفادي ذهبنا الى المقهى,145,840896,841041
13_0411,train,انا اسف,انا اسف,67,841041,841108
13_0412,train,فندق داخل برد,الفندق بارد,92,841108,841200
13_0413,train,انا ابن ت س م م بطن,ابني يعاني من تسمم غذائي,178,841200,841378
13_0414,train,انا حب لا ال ب ق و ل ي ا ت,لا احب البقوليات,222,841378,841600
13_0415,train,انا معرفه سبب اختبار,انا اذاكر للاختبار,128,841600,841728
13_0416,train,انا وضوء قبل نوم,انا اتوضا قبل النوم,115,841728,841843
13_0417,train,ام نار خلط غرفه خلط,امي تطبخ الفطور في المطبخ,197,841843,842040
13_0418,train,طفل لعب بحر قريب,الطفل يلعب على الشاطى,119,842040,842159
13_0419,train,انا حب برد,احب البرد,112,842159,842271
13_0420,train,انا حب تفاحه موزه انواع صيف,احب اكل الفاكهه في الصيف,155,842271,842426
13_0421,train,انا لقاء اقارب مباراه,التقي باقاربي في المباراه,117,842426,842543
13_0422,train,سوال موقع بيع,اين المتجر,108,842543,842651
13_0423,train,انا ابن بنت بطن,ابنتي تعاني من الم في المعده,99,842651,842750
13_0424,train,انا اخ رغبه لا ال خ س,اختي لا تحب الخس,108,842750,842858
13_0425,train,دجاج طير في ب ر و ت ي ن,الدجاج فيه بروتين,177,842858,843035
13_0426,train,انا اخ مع ارنب قصه رمايه,اخي في فريق الرمايه,136,843035,843171
13_0427,train,انتظار اخ بنت جامعه,انتظر اختي في الجامعه,138,843171,843309
13_0428,train,شخص خدمه نحيف ركض سرعه,النادل نحيل وسريع,165,843309,843474
13_0429,train,طفل بكاء صراخ ازعاج,بكاء الطفل مزعج,168,843474,843642
13_0430,train,اخ بنت جديله لون اصفر,شعر اختي طويل ولونه اشقر,151,843642,843793
13_0431,train,ذاكره نسيان تذكره طياره,لقد نسيت تذكره الطياره,170,843793,843963
13_0432,train,لا طاوله كرسي لا,لا تجلس على الطاوله,132,843963,844095
13_0433,train,رغبه وقت اتقان د هضمي,اريد موعد مع طبيب الجهاز الهضمي,177,844095,844272
13_0434,train,ولد هو اختفاء شرطه,هرب الرجل من الشرطه,135,844272,844407
13_0435,train,انا غسل_وجه صباح,اغسل وجهي في الصباح,147,844407,844554
13_0436,train,انا شراء انا اخ شراء دراجه_ناريه,اشترى اخي دراجه ناريه,191,844554,844745
13_0437,train,انا منزل مدرسه اخر نهايه,انتهيت من واجباتي المدرسيه,154,844745,844899
13_0438,train,حقيبه_يد حقيبه_ظهر حقيبه_يد خفيف لا,الحقيبه ليست خفيفه,175,844899,845074
13_0439,train,كلب جبل صعود,الكلب يصعد الجبل,112,845074,845186
13_0440,train,ولد كتابه جدار كتابه,الولد يكتب على الجدار,105,845186,845291
13_0441,train,انا الثلاثاء شراء تصوير,ساشتري كاميرا يوم الثلاثاء,102,845291,845393
13_0442,train,ممنوع كرسي لا_2,ممنوع الجلوس,81,845393,845474
13_0443,train,سوال مال سوال صوره اسود بطن,كم سعر تصوير الموجات فوق الصوتيه للبطن,243,845474,845717
13_0444,train,استفهام لوحه الثلاثاء مفتوح هو,هل المحل مفتوح يوم الثلاثاء,149,845717,845866
13_0445,train,هو ثلج قليل هنا,الثلج نادر هنا,119,845866,845985
13_0446,train,هو تاريخ وقت ولاده,متى موعد الولاده,136,845985,846121
13_0447,train,انا حضور تاريخ وقت محدد تاخير,حضرت للموعد متاخر,164,846121,846285
13_0448,train,انا رغبه شكوى سبب ازعاج,اريد تقديم شكوى بسبب الازعاج,147,846285,846432
13_0449,train,انا اخ رغبه طياره تخفيض,ابي يريد بدل اعاقه,124,846432,846556
13_0450,train,انا رغبه كلمه منزل نقل,اريد نقل ملكيه المنزل,206,846556,846762
13_0451,train,هو ملكيه منزل خوف انا,هو مالك المنزل الجديد,137,846762,846899
13_0452,train,انا جد رغبه حب سوال اخبار تلفاز,جدي يحب مشاهده الاخبار التلفزيونيه,206,846899,847105
13_0453,train,انا اخ بناء سوال جبل,اخي يبني بيت فوق الجبل,160,847105,847265
13_0454,train,رياضه فائده صحه,الرياضه مفيده للصحه,155,847265,847420
13_0455,train,انا مشاهده هويه نظر سوال الاربعاء,لقد وجدت هويتي يوم الاربعاء,214,847420,847634
13_0456,train,استفهام بطاقه يوجد,هل لديك رخصه,114,847634,847748
13_0457,train,ممنوع اكل بقره جبن انواع,ممنوع ان اكل منتجات الالبان,190,847748,847938
13_0458,train,انا جد جيد غني,جدي جيد وغني,137,847938,848075
13_0459,train,تقديم فقير اكل,اعطي الفقير اكل,143,848075,848218
13_0460,train,استفهام حب بقره او عصير,هل تحب الحليب ام العصير,270,848218,848488
13_0461,train,انا غرفه لون وردي,غرفتي لونها وردي,158,848488,848646
13_0462,train,موقع منزل سوال,ما هو عنوانك,85,848646,848731
13_0463,train,انا ضياع كتاب قصه,فقدت كتاب القصه,128,848731,848859
13_0464,train,اتصال زوج,اتصلت بزوجي,168,848859,849027
13_0465,train,هو طير دخل سرير تحت,الطائر تحت السرير,131,849027,849158
13_0466,train,انا طاعه جد,انا احترم جدي,152,849158,849310
13_0467,train,الان تاريخ اثنان عشر,اليوم هو الثاني من اكتوبر,167,849310,849477
13_0468,train,انا غدا منزل ترتيب تنظيف,انا ارتب المنزل يوميا,147,849477,849624
13_0469,train,استئذان غدا عوده,من قضلك تعال غدا,69,849624,849693
13_0470,train,انا رغبه دوره_مياه,اريد ان اذهب الى الحمام,72,849693,849765
13_0471,train,زوج هو شراء كل_يوم الجمعه منزل اعطاء,زوجي يشتري اغراض المنزل يوم الجمعه,244,849765,850009
13_0472,train,رغبه لا انتظار,اكره الانتظار,99,850009,850108
13_0473,train,مال دفع بطاقه سياره مال رخيص,رسوم رخصه القياده رخيصه,164,850108,850272
13_0474,train,انا رغبه صوره_شخصيه اربع,انا اريد اربع صور ضوئيه,158,850272,850430
13_0475,train,انا اخ عمل بدون,اخي عاطل عن العمل,120,850430,850550
13_0476,train,عمر ام انا اثنان_ثلاثون سن,عمر امي اثنان و ثلاثون سنه,174,850550,850724
13_0477,train,هو استفهام هو ولد شخص صفه سرقه سوال,صف الرجل الذي سرق,208,850724,850932
13_0478,train,هو ولد ولاده اتقان صباح,ولد الطفل سليم في الصباح,170,850932,851102
13_0479,train,مشاهده صعب تقلب سبب ازعاج صراخ,اجد صعوبه في النوم بسبب الازعاج,157,851102,851259
13_0480,train,انا اخ بنت زواج تاريخ السبت قادم,اختي ستتزوج يوم السبت القادم,191,851259,851450
13_0481,train,انا مشاهده معرفه مدرسه,انا استمع للدرس,146,851450,851596
13_0482,train,انا حفظ مدرسه داخل مدرسه,انا احفظ الدرس في المدرسه,172,851596,851768
13_0483,train,انا ام عمل داخل منزل داخل,امي تعمل في البيت,120,851768,851888
13_0484,train,انا رغبه تحويل د بطن,اريد تحويل من طبيب الجهاز الهضمي,198,851888,852086
13_0485,train,تاريخ سوال د عوده تاريخ سوال,متى سيعود الطبيب الى المستشفى,150,852086,852236
13_0486,train,انا ابن بنت عمر اربع_سنوات,ابنتي عمرها اربع سنوات,151,852236,852387
13_0487,train,انا سياره حافله,انا اقود الحافله,186,852387,852573
13_0488,train,انا زياره هو جد اسبوع مستمر,ازور جدي كل اسبوع,202,852573,852775
13_0489,train,انا سعيد سبب صيف اغلاق,انا سعيد بعطله الصيف,131,852775,852906
13_0490,train,انا لبس بنطال لون ازرق,انا البس بنطلون جينز ازرق,202,852906,853108
13_0491,train,انا استفراغ دوخه حمى الان,انا اتقيا واعاني من دوخه وحمى الان,140,853108,853248
13_0492,train,انا ذهاب فيلم سينما وقت اثنان ليل,انا اذهب الى السينما الساعه الثانيه مساء,188,853248,853436
13_0493,train,انا اخ عضو مع السعوديه قصه كره_قدم,اخي عضو في الفريق السعودي لكره القدم,208,853436,853644
13_0494,train,بيع جد بيع مزرعه,باع جدي المزرعه,172,853644,853816
13_0495,train,معلم بنت نداء اخ بنت,المعلمه تنادي اختي,167,853816,853983
13_0496,train,دراجه_ناريه هو خطر,الدراجه الناريه خطيره,114,853983,854097
13_0497,train,سوال اخر شهاده سوال,ما هي نتائج الاختبار,107,854097,854204
13_0498,train,انا غسل_يد قبل اكل,اغسل يدي قبل الاكل,133,854204,854337
13_0499,train,بنت هو لبس لون ابيض,المراه ترتدي لبس ابيض,158,854337,854495
13_0500,train,استفهام نسخ بطاقه هو,هل لديك نسخه من التصريح,154,854495,854649
14_0001,train,سوال هو,من هو,112,854649,854761
14_0002,train,هو معلم لغه اشاره,هو مدرس لغه اشاره,231,854761,854992
14_0003,train,استفهام هو معلم هو,هل انت مدرس,162,854992,855154
14_0004,train,هو معلم لا انا مدرسه,انت لست مدرس انا طالب,348,855154,855502
14_0005,train,هو سوال,هو من,123,855502,855625
14_0006,train,هو صديق مدرسه,هو زميلي في المدرسه,218,855625,855843
14_0007,train,استفهام هو صديق مدرسه,هل هو زميلك في المدرسه,198,855843,856041
14_0008,train,انا اسره رقم ثلاث اشخاص,اسرتي تتكون من ثلاث اشخاص,360,856041,856401
14_0009,train,رقم عمر ابن بنت,كم عمر ابنتك,256,856401,856657
14_0010,train,عمر اربع سن عمر,عمرها اربع سنوات,320,856657,856977
14_0011,train,عمر سن خمسون سن,عمره خمسين سنه,147,856977,857124
14_0012,train,سوال بنت ابن,اين ابنته,109,857124,857233
14_0013,train,عمر ابن خمسون سن,عمر ابنه خمسين سنه,236,857233,857469
14_0014,train,معرفه هو لغه اشاره,هو يعرف لغه الاشاره,171,857469,857640
14_0015,train,معرفه لغه اشاره,اعرف لغه الاشاره,193,857640,857833
14_0016,train,هو معرفه ام لغه اشاره,هل تعرف والدتك لغه الاشاره,290,857833,858123
14_0017,train,لا معرفه لغه اشاره,لا تعلم لغه الاشاره,177,858123,858300
14_0018,train,ممكن هو قدره كتابه اسم هو,ممكن تكتب اسمك,257,858300,858557
14_0019,train,انا كتابه,انا اكتب,125,858557,858682
14_0020,train,استفهام تاريخ الان سوال,ما هو تاريخ اليوم,275,858682,858957
14_0021,train,الان واحد شهر عشر,اليوم هو واحد اكتوبر,414,858957,859371
14_0022,train,انا ذهاب مدرسه سبب كره_قدم,انا اذهب الى المدرسه لالعب كره القدم,343,859371,859714
14_0023,train,انا قلب قدره,انوي القيام به,225,859714,859939
14_0024,train,هو رغبه شرب سوال,ماذا تريد ان تشرب,155,859939,860094
14_0025,train,انا رغبه شرب شاي,انا اريد ان اشرب الشاي,237,860094,860331
14_0026,train,هو رغبه اكل سوال,ماذا تريد ان تاكل,241,860331,860572
14_0027,train,انا رغبه اكل رز,اريد ان اكل رز,157,860572,860729
14_0028,train,انا رغبه ذهاب مكتبه بعد صيف,اريد ان اذهب الى المكتبه بعد الظهر,342,860729,861071
14_0029,train,هو رغبه بعد صيف سوال,ماذا تريد ان تفعل بعد الظهر,214,861071,861285
14_0030,train,انا رغبه ذهاب لوحه بقاله,اريد ان اذهب الى السوبرماركت بعد الظهر,291,861285,861576
14_0031,train,سبب رغبه شراء,ماذا تريد ان تشتري,152,861576,861728
14_0032,train,انا رغبه كوب شراء,اريد شراء كوب,321,861728,862049
14_0033,train,انا رغبه معرفه لغه اشاره,اريد ان اتعلم لغه الاشاره,243,862049,862292
14_0034,train,انا رغبه ذهاب مدرسه سبب قراءه غدا,اريد ان اذهب الى المدرسه لقراءه الكتب غدا,489,862292,862781
14_0035,train,رقم معلم مدرسه هو,كم عدد المدرسين في مدرستك,263,862781,863044
14_0036,train,رقم اشخاص مدرسه هو مدرسه,كم عدد الاشخاص في مدرستك,266,863044,863310
14_0037,train,سوال قط,اين القطه,188,863310,863498
14_0038,train,قط صغير تحت طاوله,القط الصغير تحت الطاوله,250,863498,863748
14_0039,train,اب هو منزل يوجد,والدك في المنزل,231,863748,863979
14_0040,train,لا منزل لا_يوجد,ليس في المنزل,189,863979,864168
14_0041,train,سوال اب,اين والدك,111,864168,864279
14_0042,train,اب مستشفى يوجد,والدي في المستشفى,211,864279,864490
14_0043,train,سوال عمل,اين يعمل,200,864490,864690
14_0044,train,صديق انا مدرسه,صديقي في المدرسه,218,864690,864908
14_0045,train,انا ام منزل,امي في المنزل,159,864908,865067
14_0046,train,سوال كوب شرب,اين الكوب,279,865067,865346
14_0047,train,سوال صديق هو,اين اصدقائك,175,865346,865521
14_0048,train,قراءه سوال مكان مدرسه,القراءه في المدرسه,331,865521,865852
14_0049,train,طاوله هو سوال,ماذا يوجد على الطاوله,221,865852,866073
14_0050,train,طاوله كتاب لاب_توب يوجد,هناك كتب و كمبيوترعلى الطاوله,367,866073,866440
14_0051,train,هو اسم هو,ما اسمه,206,866440,866646
14_0052,train,اسم هو ولد خلف,ما اسم ذلك الرجل في الخلف,225,866646,866871
14_0053,train,استئذان انا كرسي الان,ممكن اجلس على الكرسي,301,866871,867172
14_0054,train,استئذان دعوه كرسي,من فضلك اجلس,246,867172,867418
14_0055,train,سوال كرسي يوجد سوال,ماذا يوجد على الكرسي,182,867418,867600
14_0056,train,كرسي قط صغير فوق_كرسي,هناك قط صغير على الكرسي,242,867600,867842
14_0057,train,يوجد مدرسه يوجد بيع,يوجد متجر في المدرسه,250,867842,868092
14_0058,train,رقم وقت الان,كم الوقت الان,229,868092,868321
14_0059,train,وقت سوال عشر,الساعه العاشره,228,868321,868549
14_0060,train,وقت هو صيف اكل وقت سوال,متى تاكل في الظهر,295,868549,868844
14_0061,train,تاريخ وقت اب انا منزل اخر تاريخ,متى سيعود ابي الى المنزل,367,868844,869211
14_0062,train,وقت خمس ليل,الوقت الخامسه مساء,176,869211,869387
14_0063,train,هو تاريخ ذهاب سينما فيلم تاريخ,متى نذهب الى السينما,271,869387,869658
14_0064,train,هو الان مطر,يوجد مطر الان,215,869658,869873
14_0065,train,لا مطر الان لا,لا يوجد مطر الان,204,869873,870077
14_0066,train,لا برد الان,لا يوجد برد الان,258,870077,870335
14_0067,train,سوال صحه هو,كيف حالك,162,870335,870497
14_0068,train,شكر د,شكرا دكتور,102,870497,870599
14_0069,train,هو مطر غدا,هل ستمطر غدا,244,870599,870843
14_0070,train,لا غدا مطر لا,لن تمطر غدا,231,870843,871074
14_0071,train,هو عمل سوال,ماذا تعمل,168,871074,871242
14_0072,train,انا شعر قراءه,انا اقرا,200,871242,871442
14_0073,train,انا شراء تفاحه موزه انواع,انا اشتريت فواكه,268,871442,871710
14_0074,train,انا سعيد مقابله,انا سعيد بلقائك,183,871710,871893
14_0075,train,هو رغبه رياضه سوال قلب رغبه سوال,ما هي الرياضه التي تحبها,322,871893,872215
14_0076,train,انا حب كره_قدم كثير حب,احب لعب كره القدم كثيرا,266,872215,872481
14_0077,train,سوال هو شراء تفاحه,هل اشتريت التفاح,252,872481,872733
14_0078,train,انا شراء تفاحه لا_يوجد,انا لم اشتري التفاح,181,872733,872914
14_0079,train,هو لبس جيد حلو,لبسه جميل,386,872914,873300
14_0080,train,جو برد قليل,الجو بارد قليلا,256,873300,873556
14_0081,train,انا الان ماضي تعب,كنت متعب قليلا امس,231,873556,873787
14_0082,train,هو مشاهده هاتف مشاهده,هل رايت هاتفي,209,873787,873996
14_0083,train,هو صديق انا,هو صديقي,169,873996,874165
14_0084,train,سوال عمر اخ هو,كم هو عمر اخيك,249,874165,874414
14_0085,train,انا استيقاظ وقت خمس صباح كل_يوم,استيقظ في الخامسه كل صباح,365,874414,874779
14_0086,train,نهايه كتابه منزل نهايه,انتهيت من واجباتي,237,874779,875016
14_0087,train,انا خلط اكل خلط كل_يوم ليل,اطبخ كل ليله,258,875016,875274
14_0088,train,انا خوف,انا خائف,179,875274,875453
14_0089,train,سبب خوف,لماذا انت خائف,204,875453,875657
14_0090,train,دعوه مع دعوه اكل ليل دعوه الان ليل,لنتناول العشاء معا الليله,321,875657,875978
14_0091,train,سوال كرسي حمام,اين الحمام,244,875978,876222
14_0092,train,انا رغبه شرب بقره,اريد ان اشرب الحليب,261,876222,876483
14_0093,train,اعاده عوده مدرسه حافله,نعود الى المدرسه بالحافله,341,876483,876824
14_0094,train,هو اكل صباح اكل هو,هل اكلت الفطور,151,876824,876975
14_0095,train,انا اب خلط اكل نارغرفه,ابي يعد العشاء في المطبخ,259,876975,877234
14_0096,train,مكتبه مدرسه جميل,مكتبه المدرسه جميله,279,877234,877513
14_0097,train,لا حب اكل موز,لا احل اكل الموز,445,877513,877958
14_0098,train,كتاب جواز تذكره طياره حقيبه_يد يوجد,جواز سفري و تذكره الطياره في الحقيبه,247,877958,878205
14_0099,train,انا اب حادث,تعرض ابي لحادث,256,878205,878461
14_0100,train,انا اكل ليل وقت تسع,انا اكل العشاء الساعه التاسعه,244,878461,878705
14_0101,train,انا زوج عمل كثير,زوجي يعمل كثيرا,270,878705,878975
14_0102,train,زوج عمل سوال اكل لوحه,زوجي يعمل في المطعم,304,878975,879279
14_0103,train,هو طفل رغبه لعب انواع كثير,يريد الطفل العاب متنوعه,299,879279,879578
14_0104,train,رغبه حذاء خوف,اريد حذاء جديد,193,879578,879771
14_0105,train,انا رغبه تلفاز حاسب خوف,اريد كمبيوتر جديد,305,879771,880076
14_0106,train,هو رغبه دراجه,اريد دراجه,188,880076,880264
14_0107,train,زهره مطر رغبه,الزهور تحتاج المطر,213,880264,880477
14_0108,train,استفهام هو جوع اكل هو,هل انت جائع,220,880477,880697
14_0109,train,هو يوجد سلطه اتقان,هل لديك سلطه طازجه,344,880697,881041
14_0110,train,استفهام هو تفاحه اتقان,هل لديك تفاح طازج,244,881041,881285
14_0111,train,اخ جوع,اخي جائع,176,881285,881461
14_0112,train,هو ام جوع,والدتك جائعه,210,881461,881671
14_0113,train,الان تفاحه موزه يوجد لوحه,يوجد اليوم تفاح و موز في السوبرماركت,294,881671,881965
14_0114,train,هو مساعده,هل تساعدني,255,881965,882220
14_0115,train,شرطه استفهام منزل ام سوال,يسالني الشرطي عن مكان والدتي,323,882220,882543
14_0116,train,تاريخ زوج هو ذهاب سينما,متى سيذهب زوجك للسينما,329,882543,882872
14_0117,train,معلم ذهاب مركز صم يوم الاربعاء,يذهب المعلم الى مركز الصم يوم الاربعاء,448,882872,883320
14_0118,train,شخص صم ذهاب مركز صم,يذهب الاصم الى مركز الصم,353,883320,883673
14_0119,train,انا بيتزا سوال لوحه اكل,انا اكل البيتزا في المطعم,322,883673,883995
14_0120,train,هو رغبه حب اكل شوكولاته بسكوت حب هو,تحب ان تاكل البسكوت و الشوكولاته,318,883995,884313
14_0121,train,انا سياره ركوب ذهاب لوحه بقاله شوكولاته,انا اقود الى السوبرماركت,401,884313,884714
14_0122,train,بنت دراجه,البنت تركب دراجه,219,884714,884933
14_0123,train,انا صديق دراجه ماضي,ركب صديقي دراجه امس,240,884933,885173
14_0124,train,شرطه دراجه_ناريه,يركب الشرطي دراجه ناريه,226,885173,885399
14_0125,train,ولد صم هو سياره قدره,الرجل الاصم يقود سياره,253,885399,885652
14_0126,train,مدرسه شخص سياره ذهاب وصل مركز سياره,ياتي الطالب الى المعهد بالسياره,322,885652,885974
14_0127,train,استفهام الحذاء مشاهده سوال,هل رايت الحذاء,258,885974,886232
14_0128,train,هو قدره مشاهده نظاره,هل رايت النظارات,205,886232,886437
14_0129,train,لاب_توب حاسب مشاهده لاب_توب,هل رايت الكمبيوتر,269,886437,886706
14_0130,train,انا ذهاب سينما الان ليل,انا ذاهب الى السينما الليله,380,886706,887086
14_0131,train,اخ ذهاب اكل لوحه,ذهب اخي الى المطعم,227,887086,887313
14_0132,train,انا ذهاب لوحه شوكولاته بقاله انواع شراء,انا ذاهب الى السوبرماركت,282,887313,887595
14_0133,train,زوج ذهاب لوحه بقاله,يذهب الزوج الى السوبرماركت,164,887595,887759
14_0134,train,دعوه نداء اكل رغبه تعداد,اطلب من النادل,258,887759,888017
14_0135,train,الان برد ليل برد,الجو بارد الليله,160,888017,888177
14_0136,train,الان برد ماضي مركز صم,شعرت بالبرد في مركز الصم امس,255,888177,888432
14_0137,train,انا شعور برد حافله داخل ليل الان,انا اشعر بالبرد في الحافله الليله,395,888432,888827
14_0138,train,شراء شاي شرب رغبه هو,هل تريد شراء الشاي,258,888827,889085
14_0139,train,انا شراء شوكولاته,انا اشتري الشوكولاته,142,889085,889227
14_0140,train,ولد شخص شراء ماء,الولد يشتري الماء,227,889227,889454
14_0141,train,انا غدا حاسب شراء,سوف اشتري كمبيوتر غدا,231,889454,889685
14_0142,train,الان خس ال خ س لوحه بقاله,اليوم نشتري الخس من السوبرماركت,348,889685,890033
14_0143,train,انا الان خلط اكل,انا اطبخ الان,219,890033,890252
14_0144,train,الان خلط لا,لا اطبخ الان,185,890252,890437
14_0145,train,وقت سوال حافله دخول,متى تاتي الحافله,282,890437,890719
14_0146,train,وقت رئيس ذهاب وقت سوال,متى ياتي الرئيس,249,890719,890968
14_0147,train,رقم بسكوت مال تفاحه مال رقم,كم سعر البسكوت والتفاح,268,890968,891236
14_0148,train,زوج هو معرفه لغه اشاره,زوجك يتعلم لغه الاشاره,327,891236,891563
14_0149,train,هو صديق هو معرفه لغه اشاره,صديقك يتعلم لغه الاشاره,320,891563,891883
14_0150,train,بنت هو قراءه,المراه تقرا,208,891883,892091
14_0151,train,ولد قراءه,الولد يقرا,158,892091,892249
14_0152,train,صديق كتاب قراءه,صديقي يقرا كتاب,244,892249,892493
14_0153,train,ام قراءه كل_يوم السبت,الام تقرا كتاب يوم السبت,365,892493,892858
14_0154,train,اخ حب كتاب خوف هو,يحب اخوك قراءه كتاب جديد,257,892858,893115
14_0155,train,انا حب شاي,نحن نحب الشاي,231,893115,893346
14_0156,train,انا حب بقره اتقان,انا احب الحليب الطازج,235,893346,893581
14_0157,train,طفل حب ثلج هو,الطفل يحب الثلج,304,893581,893885
14_0158,train,انا حب شوكولاته بقره,انا احب الشوكولاته و الحليب,400,893885,894285
14_0159,train,هو حب شوكولاته بسكوت,تحب الشوكولاته او البسكوت,330,894285,894615
14_0160,train,سلطه اتقان ممتاز,السلطه الطازجه طعمها جيد,231,894615,894846
14_0161,train,موزه تفاحه اتقان ممتاز جيد,طعم الموز والتفاح الطازج جيد,421,894846,895267
14_0162,train,انا صديق كتابه,صديقي يكتب,189,895267,895456
14_0163,train,ممكن صديق قدره كتابه,يمكن لصديقي ان يكتب,302,895456,895758
14_0164,train,لعب هو ممتاز,اللعبه جميله,214,895758,895972
14_0165,train,انا بحث تفاحه احمر,انا ابحث عن تفاح احمر,262,895972,896234
14_0166,train,هو رغبه قهوه شاي رغبه سوال,هل تريد قهوه او شاي,345,896234,896579
14_0167,train,هو بحث قهوه شاي,هل تريد شاي ام قهوه,218,896579,896797
14_0168,train,انا بحث تفاحه احمر شوكولاته,انا ابحث عن تفاح احمر و شوكولاته,358,896797,897155
14_0169,train,رئيس اتصال,الرئيس على الهاتف,221,897155,897376
14_0170,train,استفهام غدا صديق لقاء,هل ستلتقي بصديقك غدا,283,897376,897659
14_0171,train,انا غدا صديق لقاء,سالتقي بصديقي غدا,192,897659,897851
14_0172,train,هو شرب هو,هو يشرب ماء,199,897851,898050
14_0173,train,انا شرب ماضي,شربت الماء امس,218,898050,898268
14_0174,train,ولد شخص ماء هو,الولد يشرب الماء,286,898268,898554
14_0175,train,نسيان دراجه,نسيت الدراجه,231,898554,898785
14_0176,train,انا جميع جوع,نحن جائعون,200,898785,898985
14_0177,train,حافله خوف هو,الحافله جديده,224,898985,899209
14_0178,train,سوال بيتزا,اين البيتزا,199,899209,899408
14_0179,train,نظاره غالي,النظارات غاليه,209,899408,899617
14_0180,train,حذاء رخيص,الحذاء رخيص,201,899617,899818
14_0181,train,حاسب لاب_توب غالي,الكمبيوتر غالي السعر,176,899818,899994
14_0182,train,شوكولاته صحه,الشوكولاته صحيه,260,899994,900254
14_0183,train,اب مستشفى منزل سبب حادث,والدي في المستشفى لانه تعرض لحادث,273,900254,900527
14_0184,train,استئذان عصير تفاحه,من فضلك اعطني عصير تفاح,198,900527,900725
14_0185,train,رغبه صوره قط صغير,ابني يريد تصوير القط الصغير,272,900725,900997
14_0186,train,انا خوف ولاده قبل وقت,اخاف من الولاده قبل الاوان,245,900997,901242
14_0187,train,انا ام ذهاب مستشفى سبب مرض,ذهبت والدتي الى المستشفى لانها مريضه,321,901242,901563
14_0188,train,انا نوم تقلب,اجد صعوبه في النوم,185,901563,901748
14_0189,train,ابن زعل سبب كلب موت,ابني حزين لان الكلب مات,263,901748,902011
14_0190,train,جد ماضي هو حزن سبب طير موت,جدي حزين لان الطائر مات,326,902011,902337
14_0191,train,انا زعل سبب قط موت الان صباح,انا حزين لان قطتي ماتت هذا الصباح,263,902337,902600
14_0192,train,انا ذهاب مزرعه شراء بيض موزه انواع,اذهب الى المزرعه لشراء البيض و الموز,338,902600,902938
14_0193,train,وجوب استيقاظ وقت سبع كل_يوم,يجب ان استيقظ الساعه السادسه كل يوم,291,902938,903229
14_0194,train,انا صديق صم قدره ترجمه اشاره,صديقي اصم لكن يمكنني ان اترجم له,427,903229,903656
14_0195,train,استئذان تذكره طياره عطاء,من فضلك اعطني تذكره الرحله,243,903656,903899
14_0196,train,ترجمه ذهاب مركز الثلاثاء مستمر,المترجم يذهب الى المعهد كل يوم ثلاثاء,318,903899,904217
14_0197,train,انا حفيد رغبه سباحه بحر,احفادي يرغبون السباحه في البحر,350,904217,904567
14_0198,train,انا معرفه اخبار ترجمه مشاهده معرفه,انا افهم الاخبار مع الترجمه,336,904567,904903
14_0199,train,مشاهده شاشه قليل مشاهده اخبار,نادرا اشاهد الاخبار التلفزيونيه,362,904903,905265
14_0200,train,انا غدا وقت اثنان عمل خلاص,ينتهي عملي غدا الساعه الثانيه,223,905265,905488
14_0201,train,هو هاتف اتصال شرطه,انت اتصلت بالشرطه,146,905488,905634
14_0202,train,رغبه ساعه تخفيض طياره معاق,اريد خصم الرحله للمعاقين,314,905634,905948
